id,name_en,name_he,name_ru,source,category,brand,calories,protein,carbs,fat,fiber,sugars,sodium,has_image
usda_169960,"Beans, shellie, canned, solids and liquids","משימורים — Beans, shellie, canned, solids and liquids","Консервированный — Beans, shellie, canned, solids and liquids",USDA_SR_Legacy,legumes,,30,1.76,6.19,0.19,3.4,,334,yes
usda_168505,"Beans, snap, green, canned, no salt added, drained solids","מלח — Beans, snap, green, canned, no salt added, drained solids","Соль — Beans, snap, green, canned, no salt added, drained solids",USDA_SR_Legacy,legumes,,22,1.12,4.32,0.46,1.9,,2,yes
usda_169143,"Beans, snap, green, canned, regular pack, drained solids","משימורים — Beans, snap, green, canned, regular pack, drained solids","Консервированный — Beans, snap, green, canned, regular pack, drained solids",USDA_SR_Legacy,legumes,,21,1.05,4.19,0.41,1.9,,268,yes
usda_169321,"Beans, snap, green, cooked, boiled, drained, with salt","מלח — Beans, snap, green, cooked, boiled, drained, with salt","Соль — Beans, snap, green, cooked, boiled, drained, with salt",USDA_SR_Legacy,legumes,,35,1.89,7.88,0.28,3.2,,239,yes
usda_169141,"Beans, snap, green, cooked, boiled, drained, without salt","מלח — Beans, snap, green, cooked, boiled, drained, without salt","Соль — Beans, snap, green, cooked, boiled, drained, without salt",USDA_SR_Legacy,legumes,,35,1.89,7.88,0.28,3.2,,1,yes
usda_169961,"Beans, snap, green, raw","שעועית — Beans, snap, green, raw","Фасоль — Beans, snap, green, raw",USDA_SR_Legacy,legumes,,31,1.83,6.97,0.22,2.7,,6,yes
usda_168504,"Beans, snap, yellow, canned, no salt added, solids and liquids","מלח — Beans, snap, yellow, canned, no salt added, solids and liquids","Соль — Beans, snap, yellow, canned, no salt added, solids and liquids",USDA_SR_Legacy,legumes,,15,0.8,3.5,0.1,1.5,,14,yes
usda_169374,"Beans, snap, yellow, canned, regular pack, drained solids","משימורים — Beans, snap, yellow, canned, regular pack, drained solids","Консервированный — Beans, snap, yellow, canned, regular pack, drained solids",USDA_SR_Legacy,legumes,,20,1.15,4.5,0.1,1.3,,251,yes
usda_168503,"Beans, snap, yellow, canned, regular pack, solids and liquids","משימורים — Beans, snap, yellow, canned, regular pack, solids and liquids","Консервированный — Beans, snap, yellow, canned, regular pack, solids and liquids",USDA_SR_Legacy,legumes,,15,0.8,3.5,0.1,1.5,,259,yes
usda_169323,"Beans, snap, yellow, cooked, boiled, drained, with salt","מלח — Beans, snap, yellow, cooked, boiled, drained, with salt","Соль — Beans, snap, yellow, cooked, boiled, drained, with salt",USDA_SR_Legacy,legumes,,35,1.89,7.88,0.28,3.3,,239,yes
usda_169322,"Beans, snap, yellow, cooked, boiled, drained, without salt","מלח — Beans, snap, yellow, cooked, boiled, drained, without salt","Соль — Beans, snap, yellow, cooked, boiled, drained, without salt",USDA_SR_Legacy,legumes,,35,1.89,7.88,0.28,3.3,,3,yes
usda_168508,"Beet greens, cooked, boiled, drained, with salt","מלח — Beet greens, cooked, boiled, drained, with salt","Соль — Beet greens, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,27,2.57,5.46,0.2,2.9,,477,yes
usda_170376,"Beet greens, cooked, boiled, drained, without salt","מלח — Beet greens, cooked, boiled, drained, without salt","Соль — Beet greens, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,27,2.57,5.46,0.2,2.9,,241,yes
usda_170375,"Beet greens, raw","סלק — Beet greens, raw","Зелёный — Beet greens, raw",USDA_SR_Legacy,vegetable,,22,2.2,4.33,0.13,3.7,,226,yes
usda_169966,"Beets, canned, drained solids","סלק — Beets, canned, drained solids","Свёкла — Beets, canned, drained solids",USDA_SR_Legacy,vegetable,,31,0.91,7.21,0.14,1.8,,194,yes
usda_168507,"Beets, canned, no salt added, solids and liquids","סלק — Beets, canned, no salt added, solids and liquids","Свёкла — Beets, canned, no salt added, solids and liquids",USDA_SR_Legacy,vegetable,,28,0.8,6.57,0.07,1.2,,21,yes
usda_169147,"Beets, canned, regular pack, solids and liquids","סלק — Beets, canned, regular pack, solids and liquids","Свёкла — Beets, canned, regular pack, solids and liquids",USDA_SR_Legacy,vegetable,,30,0.73,7.14,0.09,1.2,,143,yes
usda_169146,"Beets, cooked, boiled, drained","סלק — Beets, cooked, boiled, drained","Свёкла — Beets, cooked, boiled, drained",USDA_SR_Legacy,vegetable,,44,1.68,9.96,0.18,2,,77,yes
usda_168506,"Beets, cooked, boiled. drained, with salt","סלק — Beets, cooked, boiled. drained, with salt","Свёкла — Beets, cooked, boiled. drained, with salt",USDA_SR_Legacy,vegetable,,44,1.68,9.96,0.18,2,,285,yes
usda_170480,"Beets, pickled, canned, solids and liquids","סלק — Beets, pickled, canned, solids and liquids","Свёкла — Beets, pickled, canned, solids and liquids",USDA_SR_Legacy,vegetable,,65,0.8,16.28,0.08,0.8,,149,yes
usda_169145,"Beets, raw","סלק — Beets, raw","Свёкла — Beets, raw",USDA_SR_Legacy,vegetable,,43,1.61,9.56,0.17,2.8,,78,yes
usda_170382,"Broccoli raab, cooked","ברוקולי — Broccoli raab, cooked","Брокколи — Broccoli raab, cooked",USDA_SR_Legacy,vegetable,,25,3.83,3.12,0.52,2.8,,56,yes
usda_170381,"Broccoli raab, raw","ברוקולי — Broccoli raab, raw","Брокколи — Broccoli raab, raw",USDA_SR_Legacy,vegetable,,22,3.17,2.85,0.49,2.7,,33,yes
usda_169392,"Broccoli, chinese, cooked","ברוקולי — Broccoli, chinese, cooked","Брокколи — Broccoli, chinese, cooked",USDA_SR_Legacy,vegetable,,22,1.14,3.81,0.72,2.5,,7,yes
usda_168510,"Broccoli, cooked, boiled, drained, with salt","ברוקולי — Broccoli, cooked, boiled, drained, with salt","Брокколи — Broccoli, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,35,2.38,7.18,0.41,3.3,,262,yes
usda_169967,"Broccoli, cooked, boiled, drained, without salt","ברוקולי — Broccoli, cooked, boiled, drained, without salt","Брокколи — Broccoli, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,35,2.38,7.18,0.41,3.3,,41,yes
usda_170379,"Broccoli, raw","ברוקולי — Broccoli, raw","Брокколи — Broccoli, raw",USDA_SR_Legacy,vegetable,,34,2.82,6.64,0.37,2.6,,33,yes
usda_168513,"Brussels sprouts, cooked, boiled, drained, with salt","מלח — Brussels sprouts, cooked, boiled, drained, with salt","Соль — Brussels sprouts, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,36,2.55,7.1,0.5,2.6,,257,yes
usda_169971,"Brussels sprouts, cooked, boiled, drained, without salt","מלח — Brussels sprouts, cooked, boiled, drained, without salt","Соль — Brussels sprouts, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,36,2.55,7.1,0.5,2.6,,21,yes
usda_170383,"Brussels sprouts, raw","טרי — Brussels sprouts, raw","Сырой — Brussels sprouts, raw",USDA_SR_Legacy,vegetable,,43,3.38,8.95,0.3,3.8,,25,yes
usda_170384,"Burdock root, cooked, boiled, drained, without salt","מלח — Burdock root, cooked, boiled, drained, without salt","Соль — Burdock root, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,88,2.09,21.15,0.14,1.8,,4,yes
usda_169974,"Burdock root, raw","טרי — Burdock root, raw","Сырой — Burdock root, raw",USDA_SR_Legacy,vegetable,,72,1.53,17.34,0.15,3.3,,5,yes
usda_168517,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt","כרוב — Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt","Капуста — Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,12,1.56,1.78,0.16,1,,270,yes
usda_170391,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt","כרוב — Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt","Капуста — Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,12,1.56,1.78,0.16,1,,34,yes
usda_170390,"Cabbage, chinese (pak-choi), raw","כרוב — Cabbage, chinese (pak-choi), raw","Капуста — Cabbage, chinese (pak-choi), raw",USDA_SR_Legacy,vegetable,,13,1.5,2.18,0.2,1,,65,yes
usda_169979,"Cabbage, chinese (pe-tsai), raw","כרוב — Cabbage, chinese (pe-tsai), raw","Капуста — Cabbage, chinese (pe-tsai), raw",USDA_SR_Legacy,vegetable,,16,1.2,3.23,0.2,1.2,,9,yes
usda_168514,"Cabbage, common, cooked, boiled, drained, with salt","כרוב — Cabbage, common, cooked, boiled, drained, with salt","Капуста — Cabbage, common, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,23,1.27,5.51,0.06,1.9,,255,yes
usda_169976,"Cabbage, cooked, boiled, drained, without salt","כרוב — Cabbage, cooked, boiled, drained, without salt","Капуста — Cabbage, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,23,1.27,5.51,0.06,1.9,,8,yes
usda_169890,"Cabbage, japanese style, fresh, pickled","כרוב — Cabbage, japanese style, fresh, pickled","Капуста — Cabbage, japanese style, fresh, pickled",USDA_SR_Legacy,vegetable,,30,1.6,5.67,0.1,3.1,,277,yes
usda_169891,"Cabbage, mustard, salted","כרוב — Cabbage, mustard, salted","Капуста — Cabbage, mustard, salted",USDA_SR_Legacy,vegetable,,28,1.1,5.63,0.1,3.1,,717,yes
usda_169975,"Cabbage, raw","כרוב — Cabbage, raw","Капуста — Cabbage, raw",USDA_SR_Legacy,vegetable,,25,1.28,5.8,0.1,2.5,,18,yes
usda_169978,"Cabbage, red, cooked, boiled, drained, without salt","כרוב — Cabbage, red, cooked, boiled, drained, without salt","Капуста — Cabbage, red, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,29,1.51,6.94,0.09,2.6,,28,yes
usda_169977,"Cabbage, red, raw","כרוב — Cabbage, red, raw","Капуста — Cabbage, red, raw",USDA_SR_Legacy,vegetable,,31,1.43,7.37,0.16,2.1,,27,yes
usda_170388,"Cabbage, savoy, raw","כרוב — Cabbage, savoy, raw","Капуста — Cabbage, savoy, raw",USDA_SR_Legacy,vegetable,,27,2,6.1,0.1,3.1,,28,yes
usda_170491,"Carrot juice, canned","מיץ גזר — Carrot juice, canned","Морковный сок — Carrot juice, canned",USDA_SR_Legacy,drinks,,40,0.95,9.28,0.15,0.8,,66,yes
usda_170500,"Carrot, dehydrated","גזר — Carrot, dehydrated","Морковь — Carrot, dehydrated",USDA_SR_Legacy,vegetable,,341,8.1,79.57,1.49,23.6,,275,yes
usda_169340,"Carrots, canned, no salt added, solids and liquids","גזר — Carrots, canned, no salt added, solids and liquids","Морковь — Carrots, canned, no salt added, solids and liquids",USDA_SR_Legacy,vegetable,,23,0.59,5.36,0.14,1.8,,34,yes
usda_170396,"Carrots, canned, regular pack, drained solids","גזר — Carrots, canned, regular pack, drained solids","Морковь — Carrots, canned, regular pack, drained solids",USDA_SR_Legacy,vegetable,,25,0.64,5.54,0.19,1.5,,242,yes
usda_170395,"Carrots, canned, regular pack, solids and liquids","גזר — Carrots, canned, regular pack, solids and liquids","Морковь — Carrots, canned, regular pack, solids and liquids",USDA_SR_Legacy,vegetable,,23,0.58,5.37,0.14,1.8,,240,yes
usda_169339,"Carrots, cooked, boiled, drained, with salt","גזר — Carrots, cooked, boiled, drained, with salt","Морковь — Carrots, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,35,0.76,8.22,0.18,3,,302,yes
usda_170394,"Carrots, cooked, boiled, drained, without salt","גזר — Carrots, cooked, boiled, drained, without salt","Морковь — Carrots, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,35,0.76,8.22,0.18,3,,58,yes
usda_170393,"Carrots, raw","גזר — Carrots, raw","Морковь — Carrots, raw",USDA_SR_Legacy,vegetable,,41,0.93,9.58,0.24,2.8,,69,yes
usda_169985,"Cassava, raw","טרי — Cassava, raw","Маниока — Cassava, raw",USDA_SR_Legacy,vegetable,,160,1.36,38.06,0.28,1.8,,14,yes
usda_168556,Catsup,קטשופ — Catsup,Кетчуп — Catsup,USDA_SR_Legacy,sauces,,101,1.04,27.4,0.1,0.3,,907,yes
usda_169381,"Catsup, low sodium","קטשופ — Catsup, low sodium","Кетчуп — Catsup, low sodium",USDA_SR_Legacy,sauces,,101,1.04,27.4,0.1,0.3,,20,yes
usda_168520,"Cauliflower, cooked, boiled, drained, with salt","כרובית — Cauliflower, cooked, boiled, drained, with salt","Цветная капуста — Cauliflower, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,23,1.84,4.11,0.45,2.3,,242,yes
usda_170397,"Cauliflower, cooked, boiled, drained, without salt","כרובית — Cauliflower, cooked, boiled, drained, without salt","Цветная капуста — Cauliflower, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,23,1.84,4.11,0.45,2.3,,15,yes
usda_169390,"Cauliflower, green, cooked, no salt added","כרובית — Cauliflower, green, cooked, no salt added","Цветная капуста — Cauliflower, green, cooked, no salt added",USDA_SR_Legacy,vegetable,,32,3.04,6.28,0.31,3.3,,23,yes
usda_169389,"Cauliflower, green, raw","כרובית — Cauliflower, green, raw","Цветная капуста — Cauliflower, green, raw",USDA_SR_Legacy,vegetable,,31,2.95,6.09,0.3,3.2,,23,yes
usda_169986,"Cauliflower, raw","כרובית — Cauliflower, raw","Цветная капуста — Cauliflower, raw",USDA_SR_Legacy,vegetable,,25,1.92,4.97,0.28,2,,30,yes
usda_170400,"Celeriac, raw","טרי — Celeriac, raw","Сырой — Celeriac, raw",USDA_SR_Legacy,vegetable,,42,1.5,9.2,0.3,1.8,,100,yes
usda_169342,"Celery, cooked, boiled, drained, with salt","סלרי — Celery, cooked, boiled, drained, with salt","Сельдерей — Celery, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,18,0.83,4,0.16,1.6,,327,yes
usda_169989,"Celery, cooked, boiled, drained, without salt","סלרי — Celery, cooked, boiled, drained, without salt","Сельдерей — Celery, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,18,0.83,4,0.16,1.6,,91,yes
usda_169988,"Celery, raw","סלרי — Celery, raw","Сельдерей — Celery, raw",USDA_SR_Legacy,vegetable,,14,0.69,2.97,0.17,1.6,,80,yes
usda_170401,"Chard, swiss, cooked, boiled, drained, without salt","מלח — Chard, swiss, cooked, boiled, drained, without salt","Соль — Chard, swiss, cooked, boiled, drained, without salt",USDA_SR_Legacy,greens,,20,1.88,4.13,0.08,2.1,,179,yes
usda_169991,"Chard, swiss, raw","טרי — Chard, swiss, raw","Сырой — Chard, swiss, raw",USDA_SR_Legacy,greens,,19,1.8,3.74,0.2,1.6,,213,yes
usda_169344,"Chayote, fruit, cooked, boiled, drained, with salt","מלח — Chayote, fruit, cooked, boiled, drained, with salt","Соль — Chayote, fruit, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,22,0.62,4.5,0.48,2.8,,237,yes
usda_170403,"Chayote, fruit, cooked, boiled, drained, without salt","מלח — Chayote, fruit, cooked, boiled, drained, without salt","Соль — Chayote, fruit, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,24,0.62,5.09,0.48,2.8,,1,yes
usda_170402,"Chayote, fruit, raw","טרי — Chayote, fruit, raw","Сырой — Chayote, fruit, raw",USDA_SR_Legacy,vegetable,,19,0.82,4.51,0.13,1.7,,2,yes
usda_169992,"Chicory greens, raw","טרי — Chicory greens, raw","Зелёный — Chicory greens, raw",USDA_SR_Legacy,greens,,23,1.7,4.7,0.3,4,,45,yes
usda_169994,"Chives, raw","טרי — Chives, raw","Сырой — Chives, raw",USDA_SR_Legacy,sauces,,30,3.27,4.35,0.73,2.5,,3,yes
usda_170405,"Chrysanthemum, garland, cooked, boiled, drained, without salt","מלח — Chrysanthemum, garland, cooked, boiled, drained, without salt","Соль — Chrysanthemum, garland, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,20,1.64,4.31,0.09,2.3,,53,yes
usda_168523,"Collards, cooked, boiled, drained, with salt","מלח — Collards, cooked, boiled, drained, with salt","Соль — Collards, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,33,2.71,5.65,0.72,4,,252,yes
usda_170407,"Collards, cooked, boiled, drained, without salt","מלח — Collards, cooked, boiled, drained, without salt","Соль — Collards, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,33,2.71,5.65,0.72,4,,15,yes
usda_170406,"Collards, raw","טרי — Collards, raw","Сырой — Collards, raw",USDA_SR_Legacy,vegetable,,32,3.02,5.42,0.61,4,,17,yes
usda_169997,"Coriander (cilantro) leaves, raw","כוסברה — Coriander (cilantro) leaves, raw","Кориандр — Coriander (cilantro) leaves, raw",USDA_SR_Legacy,sauces,,23,2.13,3.67,0.52,2.8,,46,yes
usda_169363,"Corn, sweet, white, canned, cream style, no salt added","שמנת — Corn, sweet, white, canned, cream style, no salt added","Сливки — Corn, sweet, white, canned, cream style, no salt added",USDA_SR_Legacy,vegetable,,72,1.74,18.13,0.42,1.2,,3,yes
usda_169362,"Corn, sweet, white, canned, cream style, regular pack","שמנת — Corn, sweet, white, canned, cream style, regular pack","Сливки — Corn, sweet, white, canned, cream style, regular pack",USDA_SR_Legacy,vegetable,,74,1.74,18.62,0.42,1.2,,261,yes
usda_169361,"Corn, sweet, white, canned, whole kernel, drained solids","תירס — Corn, sweet, white, canned, whole kernel, drained solids","Кукуруза — Corn, sweet, white, canned, whole kernel, drained solids",USDA_SR_Legacy,vegetable,,67,2.29,14.34,1.22,2,,205,yes
usda_168540,"Corn, sweet, white, cooked, boiled, drained, with salt","תירס — Corn, sweet, white, cooked, boiled, drained, with salt","Кукуруза — Corn, sweet, white, cooked, boiled, drained, with salt",USDA_SR_Legacy,vegetable,,97,3.34,21.71,1.41,2.7,,253,yes
usda_168539,"Corn, sweet, white, cooked, boiled, drained, without salt","תירס — Corn, sweet, white, cooked, boiled, drained, without salt","Кукуруза — Corn, sweet, white, cooked, boiled, drained, without salt",USDA_SR_Legacy,vegetable,,97,3.34,21.71,1.41,2.7,,3,yes
